      age  Medu  Fedu  traveltime  studytime  failures  famrel  freetime  goout  Dalc  Walc  health  absences  G1  G2  G3  school_MS  sex_M  address_U  famsize_LE3  Pstatus_T  Mjob_health  Mjob_other  Mjob_services  Mjob_teacher  Fjob_health  Fjob_other  Fjob_services  Fjob_teacher  reason_home  reason_other  reason_reputation  guardian_mother  guardian_other  schoolsup_yes  famsup_yes  paid_yes  activities_yes  nursery_yes  higher_yes  internet_yes  romantic_yes
198  17.0     4     4           2          1         1       4         2      4     2     3       2        24  18  18  18      False  False       True        False       True        False       False           True         False        False       False          False          True         True         False              False             True           False          False        True     False           False         True        True          True         False
199  16.0     4     4           1          2         0       4         5      2     1     2       3         0   9   9  10      False  False       True         True       True        False       False          False          True        False       False          False          True        False         False               True             True           False          False        True      True           False         True        True          True         False
200  16.0     4     3           1          2         0       4         3      5     1     5       2         2  16  16  16      False  False       True        False       True         True       False          False         False        False        True          False         False         True         False              False             True           False          False        True     False            True         True        True          True         False
201  16.0     2     3           1          2         0       4         4      3     1     3       4         6   8  10  10      False  False       True        False       True        False        True          False         False        False        True          False         False        False         False               True             True           False           True        True      True            True         True        True         False         False
202  17.0     1     1           1          2         0       4         4      4     1     3       1         4   9   9  10      False  False       True        False       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False        True      True           False        False        True         False         False
203  17.0     2     2           1          1         0       5         3      2     1     2       3        18   7   6   6      False  False      False        False       True        False        True          False         False        False        True          False         False        False         False               True             True           False          False        True     False           False         True        True          True         False
204  16.0     2     2           2          4         0       5         3      5     1     1       5         6  10  10  11      False  False      False        False       True        False       False           True         False        False       False           True         False        False         False               True             True           False          False        True      True            True        False        True          True         False
205  17.0     3     4           1          3         1       4         4      3     3     4       5        28  10   9   9      False  False       True        False       True        False       False          False         False        False       False           True         False         True         False              False             True           False          False        True      True           False         True        True          True          True
206  16.0     3     1           1          2         3       2         3      3     2     2       4         5   7   7   7      False  False       True        False      False        False       False           True         False        False        True          False         False        False         False              False             True           False          False        True      True           False         True        True          True         False
207  16.0     4     3           1          2         0       1         3      2     1     1       1        10  11  12  13      False  False       True        False       True        False       False          False          True        False        True          False         False        False          True              False             True           False          False       False      True            True         True        True          True          True
208  16.0     1     1           2          1         0       4         3      2     1     4       5         6   9   9  10      False  False       True        False       True        False       False          False         False        False        True          False         False         True         False              False             True           False          False        True      True           False         True        True         False         False
209  17.0     4     3           2          3         0       4         4      2     1     1       4         6   7   7   7      False  False      False        False       True        False       False          False          True        False        True          False         False        False         False               True             True           False          False        True      True            True         True        True          True          True
210  19.0     3     3           1          4         0       4         3      3     1     2       3        10   8   8   8      False  False       True        False       True        False        True          False         False        False        True          False         False        False         False               True            False            True          False        True      True            True         True        True          True         False
211  17.0     4     4           1          2         0       5         3      5     4     5       3        13  12  12  13      False   True       True         True       True        False       False           True         False        False        True          False         False         True         False              False             True           False          False        True      True           False         True        True          True          True
212  16.0     2     2           1          2         0       3         3      4     1     1       4         0  12  13  14      False  False       True        False      False        False        True          False         False        False        True          False         False        False         False               True             True           False           True        True      True           False         True        True          True         False
213  18.0     2     2           1          2         1       4         4      4     2     4       5        15   6   7   8      False   True       True        False       True        False       False           True         False        False        True          False         False         True         False              False             True           False          False        True      True            True         True        True          True         False
214  17.0     4     4           1          1         0       5         2      1     1     2       3        12   8  10  10      False  False      False         True       True        False       False           True         False        False        True          False         False        False          True              False             True           False          False        True      True           False         True        True         False         False
215  17.0     3     2           2          2         0       4         4      4     1     3       1         2  14  15  15      False  False       True         True       True        False        True          False         False        False        True          False         False        False         False               True             True           False          False       False      True           False         True        True          True         False
216  17.0     4     3           1          2         2       3         4      5     2     4       1        22   6   6   4      False  False       True        False       True        False        True          False         False        False        True          False         False        False         False               True             True           False          False       False      True           False         True        True          True          True
217  18.0     3     3           1          2         1       3         2      4     2     4       4        13   6   6   8      False   True       True         True       True        False       False           True         False         True       False          False         False         True         False              False            False           False          False        True      True           False         True        True          True         False
218  17.0     2     3           2          1         0       3         3      3     1     4       3         3   7   7   8      False  False       True        False       True        False       False          False         False        False        True          False         False         True         False              False            False           False          False        True      True           False         True        True         False         False
219  17.0     2     2           1          3         0       4         3      3     1     1       4         4   9  10  10      False  False       True        False       True        False       False          False         False        False       False          False         False        False         False              False             True           False          False        True      True            True         True        True          True         False
220  17.0     2     1           2          2         0       4         2      5     1     2       5         2   6   6   6      False  False      False        False       True        False       False          False         False        False       False           True         False        False         False               True             True           False          False        True     False            True         True        True          True         False
221  17.0     1     1           1          3         1       4         3      4     1     1       5         0   6   5   0      False  False       True        False       True        False       False          False         False        False        True          False         False        False         False               True             True           False          False        True     False            True         True        True         False          True
222  16.0     2     3           1          2         0       2         3      1     1     1       3         2  16  16  17      False  False       True        False       True        False       False           True         False        False       False          False          True        False          True              False             True           False           True       False     False           False         True        True          True         False
223  18.0     2     2           2          2         0       3         3      3     5     5       4         0  12  13  13      False   True       True        False       True        False        True          False         False        False        True          False         False         True         False              False             True           False          False        True      True           False         True        True          True         False
224  16.0     4     4           1          3         0       5         3      2     1     1       5         0  13  13  14      False  False       True        False       True        False       False          False          True        False       False           True         False         True         False              False             True           False          False        True     False            True        False        True          True         False
225  18.0     3     1           1          2         1       5         3      3     1     1       4        16   9   8   7      False  False      False        False       True        False        True          False         False        False        True          False         False        False         False               True             True           False          False       False     False            True         True        True          True          True
226  17.0     3     2           1          2         0       5         3      4     1     3       3        10  16  15  15      False  False       True        False       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False       False     False            True        False        True          True         False
227  17.0     2     3           1          2         0       5         3      3     1     3       3         2  12  11  12      False   True       True         True       True        False       False           True         False        False       False           True         False        False         False               True            False           False          False        True      True           False        False        True          True         False
228  18.0     2     1           4          2         0       4         3      2     4     5       3        14  10   8   9      False   True       True         True       True        False       False          False         False        False        True          False         False        False         False              False             True           False           True        True      True            True         True        True          True          True
229  17.0     2     1           2          3         0       3         2      3     1     2       3        10  12  10  12      False  False       True        False      False        False        True          False         False        False        True          False         False        False         False              False             True           False          False       False     False            True         True        True          True          True
230  17.0     4     3           1          2         0       3         2      3     1     2       3        14  13  13  14      False  False       True         True       True         True       False          False         False        False        True          False         False        False         False               True            False           False          False       False     False            True         True        True          True          True
231  17.0     2     2           2          2         0       4         5      2     1     1       1         4  11  11  11      False   True      False        False       True        False        True          False         False        False        True          False         False        False         False              False            False           False          False        True      True            True         True        True          True         False
232  17.0     4     4           1          2         0       4         5      5     1     3       2        14  11   9   9      False   True       True        False       True        False       False          False          True        False       False          False          True        False         False               True             True           False           True        True     False            True         True        True          True          True
233  16.0     4     4           1          2         0       4         2      4     2     4       1         2  14  13  13      False   True       True        False       True         True       False          False         False        False        True          False         False        False         False               True            False           False          False        True      True            True         True        True          True         False
234  16.0     1     1           2          2         0       3         4      2     1     1       5        18   9   7   6      False   True       True         True       True        False        True          False         False        False        True          False         False         True         False              False             True           False          False        True      True           False         True        True          True         False
235  16.0     3     2           2          3         0       5         3      3     1     3       2        10  11   9  10      False   True       True        False       True        False       False          False         False        False        True          False         False        False         False               True             True           False          False       False     False            True         True        True          True          True
236  17.0     2     2           1          2         0       4         4      2     5     5       4         4  14  13  13      False   True       True         True       True        False        True          False         False        False        True          False         False         True         False              False            False           False          False       False      True            True        False        True          True          True
237  16.0     2     1           1          1         0       4         5      2     1     1       5        20  13  12  12      False  False       True        False       True        False        True          False         False        False        True          False         False         True         False              False             True           False          False       False     False           False         True        True          True          True
238  17.0     2     1           3          2         0       2         1      1     1     1       3         2  13  11  11      False  False      False        False       True        False       False          False         False        False       False           True         False        False         False              False             True           False          False       False     False            True         True        True         False         False
239  18.0     2     2           1          2         1       5         5      4     3     5       2         0   7   7   0      False   True       True        False       True        False        True          False         False        False       False           True         False        False         False               True            False           False          False       False     False           False         True       False          True         False
240  17.0     4     3           2          2         0       2         5      5     1     4       5        14  12  12  12      False   True       True         True       True         True       False          False         False        False        True          False         False        False         False              False             True           False          False       False     False            True         True        True          True          True
241  17.0     4     4           2          2         0       3         3      3     2     3       4         2  10  11  12      False   True      False         True      False        False       False          False          True        False        True          False         False        False         False              False             True           False          False        True      True           False         True        True          True         False
242  16.0     4     3           1          1         0       5         4      5     1     1       3         0   6   0   0      False   True       True         True       True        False       False          False          True        False        True          False         False        False         False              False             True           False          False       False     False            True        False        True          True         False
243  16.0     4     4           1          1         0       5         3      2     1     2       5         0  13  12  12      False   True       True        False       True        False       False           True         False        False       False           True         False        False         False              False             True           False          False       False     False            True         True        True          True         False
244  18.0     2     1           2          3         0       4         4      4     1     1       3         0   7   0   0      False  False       True        False       True        False        True          False         False        False        True          False         False        False         False              False            False            True          False        True      True           False        False        True          True          True
245  16.0     2     1           3          1         0       4         3      3     1     1       4         6  18  18  18      False   True       True        False       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False       False     False           False         True        True          True         False
246  17.0     2     3           2          1         0       5         2      2     1     1       2         4  12  12  13      False   True       True        False       True        False        True          False         False        False        True          False         False        False         False              False            False           False          False       False     False           False         True        True          True         False
247  22.0     3     1           1          1         3       5         4      5     5     5       1        16   6   8   8      False   True       True        False       True        False       False           True         False        False       False           True         False        False          True              False             True           False          False       False     False           False        False       False          True          True
248  18.0     3     3           1          2         1       4         3      3     1     3       5         8   3   5   5      False   True      False         True       True        False        True          False         False        False       False           True         False        False         False              False             True           False          False        True     False           False         True        True          True          True
249  16.0     0     2           1          1         0       4         3      2     2     4       5         0  13  15  15      False   True       True        False       True        False        True          False         False        False        True          False         False        False          True              False             True           False          False       False      True           False        False        True          True         False
250  18.0     3     2           2          1         1       4         4      5     2     4       5         0   6   8   8      False   True       True        False       True        False       False           True         False        False        True          False         False        False         False              False             True           False          False       False     False           False         True       False          True         False
251  16.0     3     3           3          2         0       5         3      3     1     3       2         6   7  10  10      False   True       True        False       True        False       False          False         False        False        True          False         False        False         False               True            False            True           True        True     False           False        False        True          True         False
252  18.0     2     1           1          1         1       3         2      5     2     5       5         4   6   9   8      False   True       True        False       True        False       False           True         False        False       False           True         False        False          True              False             True           False          False       False     False           False        False       False          True         False
253  16.0     2     1           2          1         0       3         3      2     1     3       3         0   8   9   8      False   True      False        False       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False       False     False            True        False        True         False         False
254  17.0     2     1           1          1         0       4         4      2     2     4       5         0   8  12  12      False   True      False        False       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False       False     False           False        False        True          True         False
255  17.0     1     1           2          1         1       4         4      4     1     2       5         2   7   9   8      False   True       True         True       True         True       False          False         False        False        True          False         False        False         False              False             True           False          False        True     False            True         True        True          True         False
256  17.0     4     2           1          4         0       4         2      3     1     1       4         6  14  12  13      False  False       True         True       True        False       False          False          True        False       False           True         False        False         False               True             True           False          False        True      True            True         True        True          True         False
257  19.0     4     3           1          2         0       4         3      1     1     1       1        12  11  11  11      False   True       True         True      False        False       False           True         False        False       False          False         False        False         False               True             True           False          False        True     False           False         True        True          True         False
258  18.0     2     1           1          2         0       5         2      4     1     2       4         8  15  14  14      False   True       True        False       True        False        True          False         False        False        True          False         False         True         False              False             True           False          False       False     False            True         True        True          True         False
259  17.0     2     2           1          4         0       3         4      1     1     1       2         0  10   9   0      False  False       True         True       True        False       False           True         False        False       False           True         False        False         False              False            False           False          False       False      True            True         True        True          True          True
260  18.0     4     3           1          2         0       3         1      2     1     3       2        21  17  18  18      False  False       True        False       True        False       False           True         False        False        True          False         False         True         False              False            False           False          False        True      True           False         True        True          True          True
261  18.0     4     3           1          2         0       4         3      2     1     1       3         2   8   8   8      False   True       True        False       True        False       False          False          True        False        True          False         False        False         False              False             True           False          False        True      True           False        False        True          True         False
262  18.0     3     2           1          3         0       5         3      2     1     1       3         1  13  12  12      False   True      False        False       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False       False     False            True        False        True         False         False
263  17.0     3     3           1          3         0       3         2      3     1     1       4         4  10   9   9      False  False       True        False       True        False        True          False         False        False        True          False         False         True         False              False             True           False          False       False     False            True        False        True         False         False
264  18.0     2     2           1          3         0       4         3      3     1     1       3         0   9  10   0      False  False       True        False       True        False       False          False         False        False       False           True         False         True         False              False             True           False          False        True      True            True         True        True          True          True
265  18.0     3     4           2          2         0       4         2      5     3     4       1        13  17  17  17      False   True      False         True      False        False        True          False         False        False        True          False         False        False         False               True             True           False          False        True      True            True         True        True          True         False
266  17.0     3     1           1          2         0       5         4      4     3     4       5         2   9   9  10      False   True       True        False       True        False       False           True         False        False        True          False         False        False          True              False             True           False          False       False      True            True         True        True          True          True
267  18.0     4     4           2          2         0       4         3      4     2     2       4         8  12  10  11      False  False      False        False       True        False       False          False          True        False        True          False         False        False         False               True             True           False          False       False      True            True         True        True          True         False
268  18.0     4     2           1          2         0       5         4      5     1     3       5        10  10   9  10      False   True       True        False       True         True       False          False         False        False        True          False         False        False         False               True            False           False          False        True      True            True         True        True          True          True
269  18.0     2     1           2          2         0       4         3      5     1     2       3         0   6   0   0      False  False      False        False       True        False        True          False         False        False        True          False         False        False         False               True             True           False          False        True     False           False         True       False          True          True
270  19.0     3     3           1          2         2       4         3      5     3     3       5        15   9   9   9      False  False       True        False       True        False        True          False         False        False       False           True         False         True         False              False            False            True          False        True      True            True         True        True          True         False
271  18.0     2     3           1          4         0       4         5      5     1     3       2         4  15  14  14      False  False       True        False       True        False        True          False         False        False       False           True         False        False         False               True            False           False          False        True      True            True         True        True          True          True
272  18.0     1     1           2          2         0       4         4      3     1     1       3         2  11  11  11      False  False       True         True       True        False        True          False         False        False        True          False         False         True         False              False             True           False          False        True      True           False        False        True         False         False
273  17.0     1     2           1          2         0       3         5      2     2     2       1         2  15  14  14      False   True      False        False       True        False       False          False         False        False       False          False         False         True         False              False             True           False          False        True      True            True        False        True         False          True
274  17.0     2     4           2          2         0       4         3      3     1     1       1         2  10  10  10      False  False       True        False       True        False       False          False         False         True       False          False         False        False         False               True             True           False          False        True      True           False         True        True          True          True
275  17.0     2     2           2          2         0       4         4      4     2     3       5         6  12  12  12      False  False       True         True       True        False       False           True         False        False        True          False         False        False         False              False             True           False           True        True      True           False         True        True          True          True
276  18.0     3     2           2          2         0       4         1      1     1     1       5        75  10   9   9      False  False      False        False      False        False        True          False         False        False       False           True         False         True         False              False             True           False          False       False     False           False        False       False          True          True
277  18.0     4     4           2          1         0       3         2      4     1     4       3        22   9   9   9      False   True       True        False       True        False       False          False          True        False       False           True         False         True         False              False             True           False          False       False      True            True         True        True          True         False
278  18.0     4     4           1          2         1       2         4      4     1     1       4        15   9   8   8      False  False       True        False       True         True       False          False         False         True       False          False         False        False         False               True            False           False           True        True     False            True         True        True          True          True
279  18.0     4     3           2          1         0       4         2      3     1     2       1         8  10  11  10      False   True       True         True       True        False       False          False          True        False       False           True         False        False         False              False             True           False          False       False      True            True         True        True          True         False
280  17.0     4     1           2          1         0       4         5      4     2     4       5        30   8   8   8      False   True       True         True      False        False       False           True         False        False        True          False         False         True         False              False             True           False          False       False      True            True         True        True          True          True
281  17.0     3     2           1          1         1       4         4      4     3     4       3        19  11   9  10      False   True       True         True      False        False       False          False          True        False       False           True         False         True         False              False             True           False          False       False     False           False         True        True          True         False
282  18.0     1     1           2          4         0       5         2      2     1     1       3         1  12  12  12      False  False      False         True       True        False       False          False         False        False        True          False         False        False         False               True             True           False          False        True      True            True         True        True         False         False
283  18.0     1     1           2          2         0       5         4      4     1     1       4         4   8   9  10      False  False       True        False       True        False        True          False         False        False        True          False         False         True         False              False             True           False           True       False     False            True         True        True          True         False
284  17.0     2     2           1          2         0       5         4      5     1     2       5         4  10   9  11      False  False       True        False       True        False        True          False         False        False        True          False         False        False         False              False             True           False          False        True     False           False        False        True          True         False
285  17.0     1     1           1          2         0       4         3      3     1     2       4         2  12  10  11      False   True       True        False       True        False        True          False         False        False        True          False         False        False         False               True            False           False          False       False      True           False        False        True          True         False
286  18.0     2     2           1          3         0       4         3      3     1     2       2         5  18  18  19      False  False       True        False       True        False       False          False         False        False       False          False         False        False          True              False             True           False          False        True      True           False         True        True          True         False
287  17.0     1     1           1          3         0       4         3      3     1     1       3         6  13  12  12      False  False       True        False       True        False       False           True         False        False       False          False          True        False         False               True             True           False          False        True      True           False         True        True          True         False
288  18.0     2     1           1          3         0       4         2      4     1     3       2         6  15  14  14      False   True       True        False       True        False       False           True         False        False       False           True         False        False         False               True             True           False          False       False      True            True         True        True          True         False
289  18.0     4     4           1          2         0       5         4      3     1     1       2         9  15  13  15      False   True       True         True      False        False       False          False          True        False       False          False          True        False         False               True             True           False          False        True      True            True         True        True          True         False
290  18.0     4     2           1          2         0       4         3      2     1     4       5        11  12  11  11      False   True       True        False       True        False       False          False          True        False        True          False         False         True         False              False             True           False          False        True      True            True         True        True          True          True
291  17.0     4     3           1          3         0       4         2      2     1     2       3         0  15  15  15      False  False       True        False       True         True       False          False         False        False       False           True         False        False         False               True             True           False          False        True      True           False         True        True          True         False
292  18.0     2     1           1          2         1       5         4      3     1     1       5        12  12  12  13      False  False       True         True       True        False       False           True         False        False       False          False         False        False         False               True             True           False          False       False     False           False         True        True          True          True
293  17.0     3     1           2          4         0       3         1      2     1     1       3         6  18  18  18      False  False      False         True       True        False       False           True         False        False        True          False         False        False         False               True             True           False          False        True      True           False         True        True         False         False
294  18.0     3     2           2          3         0       5         4      2     1     1       4         8  14  13  14      False   True      False         True       True        False       False           True         False        False        True          False         False        False         False               True             True           False          False        True      True            True         True        True          True         False
